"Gender","Age","Education.Level","Institution.Type","IT.Student","Location","Load_shedding","Financial.Condition","Internet.Type","Network.Type","Class.Duration","Self.Lms","Device","Adaptivity.Level"
"Boy",23,3,0,0,0,"0",2,1,2,0,0,1,"2"
"Girl",18,1,1,0,1,"0",2,0,2,2,0,1,"1"
"Girl",23,3,1,0,1,"0",2,0,2,4,0,2,"2"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",13,1,0,0,0,"1",1,1,0,2,0,1,"1"
"Girl",18,2,1,0,0,"0",2,1,1,2,0,1,"2"
"Boy",23,3,0,0,1,"0",2,1,2,0,0,1,"1"
"Girl",23,3,1,1,1,"1",2,0,2,2,0,1,"1"
"Boy",23,3,0,0,0,"0",2,1,2,2,0,1,"2"
"Girl",18,2,0,0,1,"0",2,1,1,2,0,1,"1"
"Girl",13,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Boy",13,1,0,0,0,"0",2,1,1,0,0,1,"1"
"Girl",23,3,1,1,1,"0",2,0,1,4,1,1,"2"
"Girl",23,3,1,0,1,"0",2,0,2,4,0,2,"2"
"Boy",23,3,1,1,1,"1",2,1,1,4,1,1,"2"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Boy",18,2,0,0,1,"0",2,0,2,4,0,1,"2"
"Boy",23,3,1,0,1,"0",2,0,2,4,0,1,"2"
"Girl",18,2,0,0,0,"0",2,1,2,2,0,1,"1"
"Boy",23,3,0,0,1,"0",2,1,2,0,0,1,"1"
"Boy",13,1,1,0,1,"0",1,1,1,2,0,1,"2"
"Boy",18,1,0,0,1,"0",2,0,2,2,0,1,"2"
"Boy",18,3,0,0,1,"0",2,0,1,2,1,3,"2"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Boy",13,1,1,0,1,"0",2,0,2,0,0,1,"1"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",18,1,0,0,1,"0",2,0,2,2,0,1,"2"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",18,2,1,0,1,"0",2,0,2,2,0,1,"2"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",13,1,0,0,1,"0",2,0,2,2,0,1,"2"
"Girl",18,2,1,0,1,"0",2,0,2,2,0,1,"1"
"Boy",28,3,1,1,1,"1",1,1,1,2,1,3,"2"
"Boy",23,3,1,1,1,"1",2,1,1,4,1,1,"2"
"Girl",18,2,0,0,0,"0",2,1,2,2,0,1,"1"
"Boy",18,2,1,0,1,"0",2,0,2,2,0,1,"2"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,1,1,0,"0",2,1,1,2,1,3,"2"
"Girl",13,1,1,1,1,"0",2,1,1,2,0,1,"2"
"Girl",28,3,0,0,0,"0",1,1,2,2,0,1,"1"
"Girl",23,3,1,0,1,"0",2,0,0,4,0,1,"2"
"Girl",23,2,0,0,0,"1",2,1,1,0,0,1,"1"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",8,1,1,0,1,"0",3,0,2,4,0,1,"2"
"Girl",3,1,1,0,1,"0",2,0,2,2,0,1,"2"
"Boy",23,3,0,0,0,"0",1,1,1,2,0,1,"1"
"Boy",23,3,1,1,1,"0",2,0,1,2,0,3,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",18,2,0,0,0,"1",1,1,1,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,2,4,0,1,"2"
"Boy",28,3,1,1,0,"1",2,1,1,2,0,1,"2"
"Boy",13,1,1,0,1,"0",3,1,1,2,0,1,"2"
"Boy",23,3,1,1,1,"1",1,0,2,2,1,3,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"1"
"Girl",18,2,1,0,0,"1",2,1,1,0,0,1,"1"
"Boy",23,3,0,0,1,"0",2,1,2,0,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"1"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,1,"1"
"Girl",23,3,1,1,1,"0",2,0,1,4,1,1,"2"
"Boy",23,3,0,1,1,"0",2,1,1,2,0,3,"1"
"Boy",23,3,0,1,1,"0",2,0,2,4,0,3,"1"
"Boy",18,2,0,0,0,"1",1,1,0,2,0,1,"1"
"Boy",23,3,1,1,1,"0",2,0,2,2,1,3,"2"
"Girl",23,3,1,1,0,"1",1,0,0,4,1,2,"1"
"Girl",23,3,1,0,1,"0",2,0,2,4,0,3,"2"
"Boy",23,3,1,1,1,"1",1,0,1,4,0,1,"1"
"Boy",18,2,1,0,1,"0",2,0,2,2,0,1,"2"
"Boy",18,1,0,0,1,"0",3,1,2,2,0,1,"2"
"Girl",23,3,0,0,1,"0",2,1,2,2,0,1,"1"
"Boy",28,3,0,1,1,"0",3,0,2,2,0,3,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",18,2,0,1,0,"0",3,0,2,0,0,1,"1"
"Boy",28,3,1,0,1,"0",2,0,2,2,1,1,"2"
"Boy",23,3,0,0,0,"1",1,1,2,4,0,1,"2"
"Girl",13,1,1,0,1,"0",1,1,2,4,0,1,"2"
"Girl",28,3,0,0,1,"0",2,0,2,2,0,1,"1"
"Girl",3,1,0,0,1,"0",3,1,2,2,1,1,"1"
"Girl",23,3,0,0,1,"0",1,1,2,0,0,1,"1"
"Girl",23,2,0,0,0,"1",2,1,1,0,0,1,"1"
"Boy",23,3,0,1,0,"1",2,1,1,2,0,1,"2"
"Boy",23,3,0,0,0,"1",1,1,2,4,0,1,"2"
"Girl",18,2,0,0,0,"0",2,1,2,0,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Boy",3,1,1,0,1,"0",2,0,2,2,0,1,"1"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,0,0,0,"1",2,0,2,0,0,1,"1"
"Boy",13,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",8,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Girl",23,3,0,0,1,"0",1,1,2,0,0,1,"1"
"Boy",23,3,1,0,1,"0",3,0,2,4,0,3,"2"
"Girl",23,3,1,1,0,"0",2,1,1,2,1,1,"2"
"Boy",23,3,1,1,1,"1",2,1,1,4,1,1,"2"
"Girl",13,1,1,1,1,"0",2,1,2,2,0,1,"2"
"Boy",3,1,1,0,1,"0",1,1,2,2,0,1,"1"
"Boy",13,1,1,0,1,"1",2,0,2,2,0,3,"1"
"Boy",18,2,0,0,1,"0",2,0,2,2,0,1,"1"
"Boy",8,1,1,0,1,"0",3,0,2,4,0,1,"2"
"Girl",18,2,1,0,0,"1",2,0,2,4,0,1,"2"
"Girl",23,3,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",18,3,1,1,1,"0",2,1,1,2,0,1,"1"
"Girl",28,3,0,0,1,"0",2,0,2,0,0,1,"1"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",18,2,0,0,0,"0",2,0,2,2,0,1,"1"
"Girl",8,1,1,0,1,"0",3,0,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,0,2,2,0,1,"1"
"Girl",13,1,1,0,1,"0",1,1,1,2,0,1,"2"
"Boy",28,3,0,0,0,"0",1,1,2,0,0,1,"1"
"Boy",28,3,0,1,0,"0",1,1,2,2,0,1,"2"
"Boy",23,3,1,0,1,"0",1,1,2,2,1,1,"2"
"Boy",18,1,0,0,1,"0",2,0,2,2,0,1,"2"
"Boy",28,3,0,1,0,"0",1,1,2,2,0,1,"2"
"Boy",18,2,0,1,0,"0",2,1,2,0,0,1,"1"
"Girl",23,3,0,0,1,"0",2,1,2,2,0,1,"1"
"Boy",23,3,1,1,1,"1",2,0,2,4,1,3,"1"
"Boy",13,1,1,0,1,"0",3,1,1,2,0,1,"2"
"Boy",13,1,0,0,1,"0",2,0,2,2,0,1,"2"
"Girl",18,2,1,0,1,"0",2,0,2,2,0,1,"1"
"Girl",18,3,1,1,1,"0",2,1,1,2,0,1,"1"
"Girl",18,3,0,0,1,"0",2,0,2,2,1,1,"1"
"Boy",13,1,1,0,1,"0",2,0,2,2,0,1,"2"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Boy",23,3,1,0,0,"0",2,1,2,2,0,1,"2"
"Girl",18,3,1,1,0,"0",2,1,1,4,1,1,"2"
"Boy",13,1,1,0,1,"0",2,0,2,2,0,1,"1"
"Girl",13,1,0,0,1,"0",3,0,2,2,0,1,"2"
"Boy",28,3,0,1,1,"0",2,0,2,0,0,3,"1"
"Boy",13,1,1,0,1,"0",3,1,1,2,0,1,"2"
"Girl",18,2,1,0,0,"0",2,0,2,2,0,1,"1"
"Girl",23,3,0,0,0,"0",2,0,2,2,0,1,"1"
"Girl",18,1,1,0,1,"0",2,0,2,2,0,1,"1"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Boy",23,3,1,1,0,"0",2,1,1,2,1,3,"2"
"Boy",3,1,1,0,1,"0",1,1,2,2,0,1,"1"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",23,3,1,1,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,2,4,0,3,"1"
"Girl",8,1,1,0,1,"0",1,1,1,2,0,1,"2"
"Girl",23,3,1,0,0,"0",2,0,2,2,0,1,"2"
"Boy",28,3,1,0,1,"0",2,0,2,2,1,1,"2"
"Boy",13,1,0,0,0,"0",1,1,1,0,0,1,"1"
"Girl",18,2,1,0,0,"0",2,0,2,2,0,1,"1"
"Boy",13,1,0,0,1,"0",2,0,2,2,0,1,"2"
"Boy",23,3,1,1,1,"1",1,0,1,4,0,1,"1"
"Boy",23,3,1,1,1,"1",1,0,2,2,1,3,"2"
"Boy",28,3,1,1,1,"0",2,0,2,4,0,3,"2"
"Boy",13,1,1,1,1,"0",2,1,1,2,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,2,4,1,3,"2"
"Boy",23,3,1,1,1,"0",2,1,1,4,1,1,"1"
"Girl",13,1,1,0,1,"0",2,1,2,4,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,1,4,1,3,"1"
"Girl",18,2,0,0,0,"0",2,1,2,2,0,1,"1"
"Girl",13,1,0,0,0,"0",2,1,1,2,0,1,"1"
"Girl",3,1,0,0,1,"0",3,1,2,2,1,1,"1"
"Girl",23,3,1,1,0,"1",2,0,2,2,1,3,"2"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",23,3,1,0,1,"1",2,1,1,2,1,1,"2"
"Boy",18,2,0,1,1,"0",2,1,2,2,0,1,"2"
"Boy",18,2,0,0,1,"0",2,0,2,2,0,1,"1"
"Boy",23,2,0,1,0,"0",1,1,2,0,0,1,"1"
"Boy",18,2,0,1,1,"0",2,1,2,2,1,1,"1"
"Boy",13,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Girl",13,1,1,0,0,"1",2,1,1,0,0,1,"1"
"Girl",13,1,1,0,1,"0",3,0,1,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Boy",23,3,0,1,1,"0",2,1,1,2,1,1,"2"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",18,2,0,0,0,"1",2,1,2,2,0,1,"2"
"Boy",23,3,1,1,0,"1",1,1,1,4,1,1,"2"
"Girl",13,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Boy",18,1,0,0,1,"0",2,0,2,2,0,1,"2"
"Girl",13,1,1,1,1,"0",2,1,1,2,0,1,"2"
"Girl",23,3,1,1,1,"0",2,0,1,4,1,1,"2"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,1,1,1,"1",1,0,2,2,1,3,"2"
"Boy",13,1,1,0,1,"0",3,0,2,2,0,1,"2"
"Girl",18,1,1,0,1,"0",2,1,2,0,0,1,"1"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",28,3,0,0,0,"0",1,1,2,0,0,1,"1"
"Boy",18,2,0,1,1,"0",2,0,2,2,1,2,"2"
"Boy",13,1,1,1,1,"0",1,1,2,2,0,1,"2"
"Girl",18,3,1,1,1,"0",2,1,1,2,0,1,"1"
"Boy",23,3,0,0,1,"0",2,0,2,0,0,1,"1"
"Boy",18,2,0,0,1,"0",2,0,1,2,1,1,"2"
"Boy",23,3,1,1,0,"1",1,1,1,4,1,1,"2"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,0,0,0,"0",2,1,2,0,0,1,"2"
"Boy",13,1,1,0,1,"1",2,0,2,2,0,1,"2"
"Girl",23,3,1,0,1,"0",2,0,0,4,0,1,"2"
"Boy",18,3,0,0,1,"0",2,0,1,2,1,3,"2"
"Boy",23,3,0,1,1,"0",2,0,1,2,0,1,"1"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,2,0,0,0,"0",2,1,2,0,0,1,"1"
"Girl",23,3,0,0,0,"0",2,0,2,2,0,1,"1"
"Girl",23,3,1,1,1,"0",3,0,2,4,0,3,"2"
"Girl",18,3,1,1,1,"0",2,1,1,2,0,1,"1"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Girl",18,1,1,0,1,"0",2,0,2,0,0,1,"1"
"Boy",18,2,0,1,1,"0",2,0,2,0,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",23,3,1,0,1,"0",2,0,2,4,0,3,"2"
"Girl",23,3,1,1,0,"1",1,0,0,4,1,2,"1"
"Girl",18,2,1,0,1,"1",2,0,2,2,0,1,"1"
"Boy",23,3,1,1,1,"1",1,0,1,4,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Girl",8,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Boy",23,3,1,1,0,"0",2,0,2,4,1,3,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"1"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Boy",23,3,1,0,0,"0",1,1,2,2,1,1,"1"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Girl",18,2,1,0,1,"1",2,0,2,2,0,1,"1"
"Girl",18,2,0,0,0,"1",2,1,1,2,0,1,"2"
"Boy",8,1,1,0,1,"0",3,0,2,4,0,1,"2"
"Girl",23,3,1,0,1,"0",2,0,2,4,0,3,"2"
"Girl",28,3,0,0,0,"0",1,1,2,2,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",13,1,1,0,0,"1",2,1,1,0,0,1,"1"
"Boy",23,3,0,0,0,"1",2,1,2,2,0,1,"1"
"Boy",23,3,1,1,1,"1",2,1,1,4,1,1,"2"
"Boy",23,3,0,0,1,"0",2,1,2,4,0,1,"2"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",23,3,1,0,1,"0",2,0,2,4,0,3,"2"
"Girl",18,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Boy",13,1,1,0,1,"0",2,0,2,2,0,1,"2"
"Boy",13,1,1,0,1,"1",2,0,2,2,0,3,"1"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,0,0,1,"0",2,1,1,2,1,1,"1"
"Boy",8,1,0,0,0,"0",2,1,1,0,0,1,"1"
"Girl",13,1,0,0,1,"0",3,0,2,2,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Boy",28,3,0,1,1,"0",3,0,2,2,0,3,"2"
"Girl",18,2,1,0,1,"0",2,0,2,4,0,1,"2"
"Boy",23,3,0,1,0,"1",2,1,1,2,0,1,"1"
"Girl",13,1,0,0,0,"0",2,1,1,2,0,1,"1"
"Boy",13,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Girl",18,2,0,0,0,"0",2,1,2,0,0,1,"1"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Girl",8,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,1,0,1,"0",2,0,2,4,0,2,"2"
"Boy",13,1,1,1,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Girl",23,3,1,1,0,"1",2,0,2,2,1,3,"2"
"Boy",23,3,1,1,0,"0",2,0,2,4,1,3,"2"
"Boy",18,1,0,0,1,"0",3,1,2,2,0,1,"2"
"Boy",18,2,0,0,1,"1",2,1,2,2,0,1,"1"
"Boy",13,1,1,1,1,"0",2,1,1,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",23,3,1,1,1,"0",2,0,1,4,1,3,"1"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",18,2,0,0,1,"0",2,0,2,4,0,1,"2"
"Girl",8,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Girl",3,1,1,0,1,"0",2,0,2,2,0,1,"2"
"Girl",13,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Boy",18,3,0,0,1,"0",2,0,1,2,1,3,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",23,3,1,0,1,"0",2,0,2,4,0,2,"2"
"Girl",18,2,1,0,0,"0",2,0,2,2,0,1,"1"
"Girl",8,1,1,0,1,"0",1,1,1,2,0,1,"2"
"Girl",13,1,1,1,1,"0",2,1,1,2,0,1,"2"
"Girl",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Girl",18,2,0,0,0,"1",2,1,1,2,0,1,"1"
"Girl",13,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Girl",18,1,0,0,1,"0",2,1,2,2,0,1,"1"
"Girl",23,2,0,0,0,"1",2,1,2,0,0,1,"1"
"Girl",18,2,0,0,0,"1",2,1,1,2,0,1,"2"
"Boy",28,3,0,0,1,"0",2,0,2,2,0,1,"2"
"Girl",18,2,1,0,1,"1",2,0,2,2,0,1,"1"
"Boy",23,3,1,0,1,"0",2,1,2,0,0,1,"1"
"Boy",23,3,1,0,0,"0",2,0,2,0,0,1,"2"
"Girl",28,3,0,0,0,"0",1,1,2,2,0,1,"1"
"Girl",23,3,1,0,0,"0",2,0,2,0,0,1,"1"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"1"
"Girl",18,3,1,1,0,"0",2,1,1,4,1,1,"2"
"Boy",23,3,1,0,1,"0",2,0,2,4,0,2,"2"
"Boy",18,1,0,0,1,"0",2,0,2,2,0,1,"2"
"Girl",18,1,1,0,1,"0",1,1,1,0,0,1,"1"
"Girl",18,2,0,0,1,"0",2,0,2,2,0,1,"2"
"Girl",23,3,1,1,1,"0",2,0,2,2,1,1,"2"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Girl",18,2,1,0,0,"0",2,0,2,2,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",23,3,1,0,1,"0",2,0,2,4,0,2,"2"
"Girl",13,1,0,0,1,"0",3,0,2,2,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"1"
"Girl",13,1,1,0,1,"0",1,1,2,4,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,3,"2"
"Boy",18,1,0,0,1,"0",3,1,2,2,0,1,"2"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",23,3,1,1,1,"1",2,1,1,4,1,1,"2"
"Boy",28,3,1,1,0,"1",2,1,1,2,0,1,"2"
"Boy",18,3,0,0,1,"0",2,0,1,2,1,3,"2"
"Girl",18,2,1,0,1,"0",2,0,2,2,0,3,"2"
"Girl",13,1,1,0,1,"0",1,0,1,2,0,1,"2"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",23,3,1,1,1,"1",2,0,2,2,0,1,"1"
"Boy",18,1,0,0,1,"0",3,1,2,2,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,2,4,0,3,"1"
"Girl",18,2,1,0,1,"0",2,0,2,2,0,3,"2"
"Boy",23,3,1,0,0,"0",2,1,2,2,1,1,"2"
"Boy",13,1,1,0,1,"0",2,0,2,2,0,1,"1"
"Girl",18,2,1,0,1,"0",2,1,1,2,1,1,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",8,1,1,0,1,"0",3,0,2,4,0,1,"2"
"Girl",13,1,0,0,1,"0",2,0,1,2,0,1,"1"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,0,2,0,0,1,"1"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,2,0,1,1,"0",2,1,2,2,0,1,"2"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",23,2,0,1,1,"0",2,1,2,2,0,1,"2"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",28,3,0,1,0,"0",1,1,2,2,0,1,"2"
"Boy",23,3,1,1,1,"1",1,0,2,2,1,3,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Girl",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,1,2,0,3,"2"
"Boy",18,2,0,1,0,"0",2,1,2,0,0,1,"1"
"Girl",23,3,1,0,1,"0",2,0,1,2,1,1,"2"
"Boy",23,3,0,1,1,"0",2,1,1,2,0,1,"1"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",8,1,1,0,1,"0",2,1,1,2,0,1,"1"
"Girl",13,1,0,0,1,"0",3,0,2,2,0,1,"2"
"Girl",13,1,1,1,1,"0",2,1,1,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"2"
"Boy",23,3,1,1,1,"1",1,0,1,4,0,3,"2"
"Boy",8,1,0,0,0,"1",2,1,0,0,0,1,"1"
"Boy",18,2,0,1,1,"0",2,0,2,2,1,2,"2"
"Boy",23,3,1,0,1,"0",3,0,2,4,0,2,"2"
"Girl",13,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Girl",8,1,1,0,1,"0",3,0,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,1,2,0,1,"1"
"Girl",18,2,1,0,0,"0",2,0,2,2,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,2,4,1,3,"2"
"Boy",18,2,1,0,1,"0",2,0,2,2,0,1,"2"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",18,2,0,0,0,"0",2,0,2,2,0,1,"1"
"Boy",23,3,1,0,0,"0",2,0,2,0,0,1,"2"
"Boy",23,3,1,1,1,"1",1,0,1,4,0,1,"1"
"Boy",23,3,1,1,1,"0",2,0,2,4,0,3,"1"
"Boy",18,2,0,0,1,"0",2,0,1,2,1,1,"2"
"Girl",8,1,1,0,1,"0",2,0,1,2,0,1,"2"
"Boy",13,1,0,0,0,"0",2,1,1,0,0,1,"1"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,0,0,0,"0",2,1,2,2,0,1,"2"
"Girl",23,3,1,0,1,"0",2,0,2,4,0,2,"2"
"Girl",18,3,0,0,1,"0",2,0,2,2,1,1,"1"
"Boy",23,3,1,0,1,"0",2,0,2,4,0,2,"2"
"Boy",23,3,1,1,1,"0",3,0,2,2,1,3,"2"
"Girl",23,3,1,0,0,"0",2,0,2,2,0,1,"2"
"Girl",18,2,1,0,1,"1",2,0,2,4,0,1,"2"
"Boy",18,2,0,0,1,"0",2,0,2,4,0,1,"2"
"Boy",23,3,1,0,1,"0",2,1,2,0,0,1,"1"
"Boy",23,3,1,1,1,"0",2,0,2,2,0,1,"1"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",28,3,0,1,0,"0",1,1,2,2,0,1,"2"
"Girl",13,1,0,0,1,"0",3,0,2,2,0,1,"2"
"Girl",13,1,1,0,0,"1",2,1,1,0,0,1,"1"
"Girl",28,3,0,0,1,"0",2,0,2,0,0,1,"1"
"Boy",18,1,0,0,1,"0",3,1,2,2,0,1,"2"
"Boy",23,3,0,0,1,"0",2,1,1,2,1,1,"1"
"Boy",18,2,1,0,1,"0",2,0,2,2,0,1,"2"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,0,1,0,"1",2,1,1,2,0,1,"1"
"Boy",18,2,0,0,1,"0",2,0,1,2,1,1,"2"
"Girl",23,2,0,0,0,"1",2,1,1,0,0,1,"1"
"Boy",13,1,1,1,1,"0",2,1,1,2,0,1,"2"
"Boy",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",23,3,0,0,1,"0",2,1,2,0,0,1,"1"
"Girl",23,3,1,0,1,"1",1,0,2,4,0,1,"1"
"Boy",13,1,1,0,1,"1",2,0,2,2,0,3,"1"
"Girl",18,2,0,0,0,"0",2,1,2,0,0,1,"1"
"Boy",18,3,0,0,1,"0",2,0,2,4,1,3,"1"
"Boy",13,1,1,0,1,"0",1,1,1,2,0,1,"1"
"Girl",18,1,0,0,0,"0",3,1,2,2,0,1,"2"
"Boy",23,3,1,0,1,"0",2,1,2,0,0,1,"1"
"Boy",13,1,1,0,1,"1",1,0,2,0,0,1,"1"
"Girl",18,2,1,0,0,"1",2,0,2,4,0,1,"2"
"Boy",23,3,1,1,1,"1",1,1,1,2,1,1,"2"
"Girl",13,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",13,1,1,1,1,"0",2,1,1,2,0,1,"2"
"Girl",23,3,1,0,1,"0",3,0,2,4,0,3,"2"
"Girl",23,3,1,0,1,"1",2,1,2,2,1,1,"2"
"Girl",3,1,1,0,1,"0",1,1,2,2,0,1,"2"
"Boy",23,3,1,1,1,"0",2,0,2,4,1,3,"2"
"Girl",13,1,1,1,1,"0",2,1,1,2,0,1,"2"
"Girl",23,3,0,0,0,"0",2,1,0,2,0,1,"1"
"Girl",28,3,0,0,1,"0",2,0,2,2,0,1,"1"
"Girl",18,2,0,0,0,"0",2,1,2,0,0,1,"1"
"Boy",18,2,1,0,1,"0",2,0,2,2,0,1,"2"
"Boy",18,2,0,0,0,"1",2,1,1,2,0,1,"1"
"Girl",3,1,1,0,1,"0",2,1,2,2,0,1,"2"
"Boy",13,1,1,0,1,"0",3,1,1,2,0,1,"2"
"Boy",23,3,1,0,1,"0",2,0,2,4,0,2,"2"
